"Date","Price","Open","High","Low","Change %"
"12/20/2022","99.302","99.302","99.302","99.302","0.04%"
"12/19/2022","99.267","99.267","99.267","99.267","0.27%"
"12/16/2022","99.002","99.002","99.002","99.002","-0.27%"
"12/15/2022","99.271","99.271","99.271","99.271","-0.24%"
"12/14/2022","99.506","99.506","99.506","99.506","0.11%"
"12/13/2022","99.398","99.398","99.398","99.398","0.06%"
"12/12/2022","99.340","99.340","99.340","99.340","0.04%"
"12/09/2022","99.305","99.305","99.305","99.305","-0.12%"
"12/08/2022","99.426","99.426","99.426","99.426","0.00%"
"12/07/2022","99.428","99.428","99.428","99.428","-0.04%"
"12/06/2022","99.467","99.467","99.467","99.467","0.50%"
"12/05/2022","98.968","98.968","98.968","98.968","-0.03%"
"12/02/2022","98.996","98.996","98.996","98.996","0.11%"
"12/01/2022","98.884","98.884","98.884","98.884","-0.89%"
"11/30/2022","99.767","99.767","99.767","99.767","0.13%"
"11/29/2022","99.636","99.636","99.636","99.636","-0.07%"
"11/28/2022","99.707","99.707","99.707","99.707","0.00%"
"11/25/2022","99.708","99.708","99.708","99.708","-0.08%"
"11/24/2022","99.784","99.784","99.784","99.784","0.16%"
"11/23/2022","99.623","99.623","99.623","99.623","-0.05%"
"11/22/2022","99.673","99.673","99.673","99.673","0.05%"
"11/21/2022","99.624","99.624","99.624","99.624","0.81%"
"11/18/2022","98.820","98.820","98.820","98.820","-0.02%"
"11/17/2022","98.844","98.844","98.844","98.844","0.07%"
"11/16/2022","98.774","98.774","98.774","98.774","-0.02%"
"11/15/2022","98.790","98.790","98.790","98.790","0.24%"
"11/14/2022","98.557","98.557","98.557","98.557","-0.70%"
"11/11/2022","99.252","99.252","99.252","99.252","0.37%"
"11/10/2022","98.884","98.884","98.884","98.884","-0.14%"
"11/09/2022","99.018","99.018","99.018","99.018","0.73%"
"11/07/2022","98.300","98.300","98.300","98.300","0.12%"
"11/04/2022","98.180","98.180","98.180","98.180","-0.12%"
"11/03/2022","98.299","98.299","98.299","98.299","-0.25%"
"11/02/2022","98.547","98.547","98.547","98.547","-0.85%"
"11/01/2022","99.391","99.391","99.391","99.391","2.42%"
"10/31/2022","97.046","97.046","97.046","97.046","-0.12%"
"10/28/2022","97.166","97.166","97.166","97.166","-1.55%"
"10/27/2022","98.691","98.691","98.691","98.691","-0.57%"
"10/25/2022","99.261","99.261","99.261","99.261","0.51%"
"10/24/2022","98.761","98.761","98.761","98.761","0.00%"
"10/21/2022","98.761","98.761","98.761","98.761","-0.08%"
"10/20/2022","98.838","98.838","98.838","98.838","0.00%"
"10/19/2022","98.839","98.839","98.839","98.839","-0.10%"
"10/18/2022","98.941","98.941","98.941","98.941","-0.20%"
"10/17/2022","99.138","99.138","99.138","99.138","0.75%"
"10/14/2022","98.397","98.397","98.397","98.397","-0.18%"
"10/13/2022","98.574","98.574","98.574","98.574","0.00%"
"10/12/2022","98.575","98.575","98.575","98.575","0.00%"
"10/11/2022","98.575","98.575","98.575","98.575","0.15%"
"10/10/2022","98.428","98.428","98.428","98.428","-0.22%"
"10/07/2022","98.648","98.648","98.648","98.648","-0.15%"
"10/06/2022","98.801","98.801","98.801","98.801","-0.32%"
"10/04/2022","99.119","99.119","99.119","99.119","0.42%"
"10/03/2022","98.706","98.706","98.706","98.706","-0.21%"
"09/30/2022","98.911","98.911","98.911","98.911","-0.37%"
"09/29/2022","99.283","99.283","99.283","99.283","-0.03%"
"09/28/2022","99.316","99.316","99.316","99.316","0.28%"
"09/27/2022","99.042","99.042","99.042","99.042","0.93%"
"09/26/2022","98.134","98.134","98.134","98.134","-0.04%"
"09/23/2022","98.177","98.177","98.177","98.177","-0.16%"
"09/22/2022","98.336","98.336","98.336","98.336","-0.43%"
"09/21/2022","98.759","98.759","98.759","98.759","-0.31%"
"09/20/2022","99.064","99.064","99.064","99.064","-0.21%"
"09/19/2022","99.275","99.275","99.275","99.275","-0.03%"
"09/16/2022","99.302","99.302","99.302","99.302","-0.65%"
"09/15/2022","99.948","99.948","99.948","99.948","0.20%"
"09/14/2022","99.747","99.747","99.747","99.747","-0.02%"
"09/13/2022","99.771","99.771","99.771","99.771","-0.28%"
"09/12/2022","100.052","100.052","100.052","100.052","-0.05%"
"09/09/2022","100.102","100.102","100.102","100.102","0.88%"
"09/08/2022","99.226","99.226","99.226","99.226","0.20%"
"09/07/2022","99.032","99.032","99.032","99.032","0.05%"
"09/06/2022","98.987","98.987","98.987","98.987","0.05%"
"09/05/2022","98.933","98.933","98.933","98.933","0.11%"
"09/02/2022","98.823","98.823","98.823","98.823","-0.29%"
"09/01/2022","99.115","99.115","99.115","99.115","-0.07%"
"08/30/2022","99.186","99.186","99.186","99.186","0.04%"
"08/29/2022","99.149","99.149","99.149","99.149","-0.18%"
"08/26/2022","99.329","99.329","99.329","99.329","-1.29%"
"08/25/2022","100.632","100.632","100.632","100.632","-0.07%"
"08/24/2022","100.702","100.702","100.702","100.702","-0.05%"
"08/23/2022","100.752","100.752","100.752","100.752","-0.03%"
"08/22/2022","100.784","100.784","100.784","100.784","0.02%"
"08/19/2022","100.764","100.764","100.764","100.764","-0.27%"
"08/18/2022","101.039","101.039","101.039","101.039","0.81%"
"08/17/2022","100.231","100.231","100.231","100.231","0.29%"
"08/16/2022","99.938","99.938","99.938","99.938","0.00%"
"08/12/2022","99.938","99.938","99.938","99.938","0.00%"
"08/11/2022","99.939","99.939","99.939","99.939","0.21%"
"08/10/2022","99.727","99.727","99.727","99.727","-0.05%"
"08/08/2022","99.772","99.772","99.772","99.772","-0.02%"
"08/05/2022","99.793","99.793","99.793","99.793","-0.70%"
"08/04/2022","100.497","100.497","100.497","100.497","0.42%"
"08/03/2022","100.078","100.078","100.078","100.078","-0.05%"
"08/02/2022","100.126","100.126","100.126","100.126","0.13%"
"08/01/2022","99.993","99.993","99.993","99.993","0.08%"
"07/29/2022","99.910","99.910","99.910","99.910","0.24%"
"07/28/2022","99.672","99.672","99.672","99.672","0.01%"
"07/27/2022","99.658","99.658","99.658","99.658","-0.08%"
"07/26/2022","99.739","99.739","99.739","99.739","0.74%"
"07/25/2022","99.007","99.007","99.007","99.007","-0.16%"
"07/22/2022","99.165","99.165","99.165","99.165","0.23%"
"07/21/2022","98.935","98.935","98.935","98.935","-0.55%"
"07/20/2022","99.479","99.479","99.479","99.479","-0.04%"
"07/19/2022","99.517","99.517","99.517","99.517","0.00%"
"07/18/2022","99.521","99.521","99.521","99.521","-0.04%"
"07/15/2022","99.556","99.556","99.556","99.556","0.12%"
"07/14/2022","99.435","99.435","99.435","99.435","-0.98%"
"07/13/2022","100.415","100.415","100.415","100.415","0.19%"
"07/12/2022","100.220","100.220","100.220","100.220","0.06%"
"07/11/2022","100.158","100.158","100.158","100.158","0.06%"
"07/08/2022","100.093","100.093","100.093","100.093","0.99%"
"07/07/2022","99.111","99.111","99.111","99.111","-0.20%"
"07/06/2022","99.307","99.307","99.307","99.307","-0.35%"
"07/05/2022","99.659","99.659","99.659","99.659","-0.01%"
"07/04/2022","99.666","99.666","99.666","99.666","0.14%"
"07/01/2022","99.529","99.529","99.529","99.529","0.13%"
"06/30/2022","99.404","99.404","99.404","99.404","0.50%"
"06/29/2022","98.906","98.906","98.906","98.906","0.15%"
"06/28/2022","98.753","98.753","98.753","98.753","-0.30%"
"06/27/2022","99.055","99.055","99.055","99.055","0.10%"
"06/24/2022","98.956","98.956","98.956","98.956","-0.11%"
"06/23/2022","99.064","99.064","99.064","99.064","-0.11%"
"06/22/2022","99.176","99.176","99.176","99.176","0.28%"
"06/21/2022","98.899","98.899","98.899","98.899","-0.20%"
"06/20/2022","99.096","99.096","99.096","99.096","-0.29%"
"06/17/2022","99.382","99.382","99.382","99.382","0.35%"
"06/16/2022","99.035","99.035","99.035","99.035","-0.09%"
"06/15/2022","99.122","99.122","99.122","99.122","0.00%"
"06/14/2022","99.125","99.125","99.125","99.125","0.05%"
"06/13/2022","99.075","99.075","99.075","99.075","-0.37%"
"06/10/2022","99.444","99.444","99.444","99.444","-0.12%"
"06/09/2022","99.563","99.563","99.563","99.563","-0.14%"
"06/08/2022","99.706","99.706","99.706","99.706","0.39%"
"06/07/2022","99.317","99.317","99.317","99.317","-0.18%"
"06/06/2022","99.500","99.500","99.500","99.500","-0.01%"
"06/03/2022","99.510","99.510","99.510","99.510","-0.20%"
"06/02/2022","99.714","99.714","99.714","99.714","0.84%"
"06/01/2022","98.888","98.888","98.888","98.888","-0.06%"
"05/31/2022","98.952","98.952","98.952","98.952","-0.08%"
"05/30/2022","99.035","99.035","99.035","99.035","-0.18%"
"05/27/2022","99.210","99.210","99.210","99.210","-3.71%"
"05/26/2022","103.034","103.034","103.034","103.034","0.02%"
"05/25/2022","103.010","103.010","103.010","103.010","0.18%"
"05/24/2022","102.824","102.824","102.824","102.824","0.16%"
"05/23/2022","102.664","102.664","102.664","102.664","0.03%"
"05/20/2022","102.632","102.632","102.632","102.632","-0.13%"
"05/19/2022","102.769","102.769","102.769","102.769","0.05%"
"05/18/2022","102.715","102.715","102.715","102.715","0.46%"
"05/17/2022","102.244","102.244","102.244","102.244","-0.53%"
"05/16/2022","102.790","102.790","102.790","102.790","-0.04%"
"05/13/2022","102.829","102.829","102.829","102.829","-0.16%"
"05/12/2022","102.990","102.990","102.990","102.990","0.23%"
"05/11/2022","102.757","102.757","102.757","102.757","0.01%"
"05/10/2022","102.743","102.743","102.743","102.743","0.95%"
"05/09/2022","101.778","101.778","101.778","101.778","-0.48%"
"05/06/2022","102.270","102.270","102.270","102.270","-0.20%"
"05/05/2022","102.477","102.477","102.477","102.477","-0.05%"
"05/04/2022","102.531","102.531","102.531","102.531","-1.03%"
"05/02/2022","103.595","103.595","103.595","103.595","-0.05%"
"04/29/2022","103.643","103.643","103.643","103.643","0.09%"
"04/28/2022","103.552","103.552","103.552","103.552","-0.20%"
"04/27/2022","103.757","103.757","103.757","103.757","0.02%"
"04/26/2022","103.741","103.741","103.741","103.741","0.18%"
"04/22/2022","103.556","103.556","103.556","103.556","-0.08%"
"04/21/2022","103.637","103.637","103.637","103.637","-0.10%"
"04/20/2022","103.736","103.736","103.736","103.736","0.02%"
"04/19/2022","103.718","103.718","103.718","103.718","0.01%"
"04/18/2022","103.706","103.706","103.706","103.706","0.24%"
"04/13/2022","103.458","103.458","103.458","103.458","-0.18%"
"04/12/2022","103.644","103.644","103.644","103.644","-0.15%"
"04/11/2022","103.802","103.802","103.802","103.802","-0.31%"
"04/08/2022","104.123","104.123","104.123","104.123","1.13%"
"04/07/2022","102.964","102.964","102.964","102.964","0.06%"
"04/06/2022","102.905","102.905","102.905","102.905","-0.58%"
"04/05/2022","103.502","103.502","103.502","103.502","-0.04%"
"04/04/2022","103.547","103.547","103.547","103.547","-0.22%"
"04/01/2022","103.779","103.779","103.779","103.779","-0.09%"
"03/31/2022","103.869","103.869","103.869","103.869","-0.03%"
"03/30/2022","103.903","103.903","103.903","103.903","0.17%"
"03/29/2022","103.725","103.725","103.725","103.725","0.08%"
"03/28/2022","103.640","103.640","103.640","103.640","-0.12%"
"03/25/2022","103.761","103.761","103.761","103.761","-0.16%"
"03/24/2022","103.932","103.932","103.932","103.932","0.00%"
"03/23/2022","103.928","103.928","103.928","103.928","-0.59%"
"03/22/2022","104.547","104.547","104.547","104.547","-0.17%"
"03/21/2022","104.725","104.725","104.725","104.725","-0.04%"
"03/17/2022","104.766","104.766","104.766","104.766","0.11%"
"03/16/2022","104.648","104.648","104.648","104.648","0.03%"
"03/15/2022","104.618","104.618","104.618","104.618","0.13%"
"03/14/2022","104.482","104.482","104.482","104.482","0.05%"
"03/11/2022","104.434","104.434","104.434","104.434","-0.19%"
"03/10/2022","104.630","104.630","104.630","104.630","-0.34%"
"03/09/2022","104.986","104.986","104.986","104.986","0.09%"
"03/08/2022","104.888","104.888","104.888","104.888","0.01%"
"03/07/2022","104.879","104.879","104.879","104.879","-0.36%"
"03/04/2022","105.259","105.259","105.259","105.259","-0.01%"
"03/03/2022","105.265","105.265","105.265","105.265","1.42%"
"03/02/2022","103.794","103.794","103.794","103.794","0.01%"
"02/28/2022","103.784","103.784","103.784","103.784","-1.02%"
"02/25/2022","104.855","104.855","104.855","104.855","0.48%"
"02/24/2022","104.349","104.349","104.349","104.349","-0.12%"
"02/23/2022","104.475","104.475","104.475","104.475","0.22%"
"02/22/2022","104.244","104.244","104.244","104.244","-0.08%"
"02/21/2022","104.326","104.326","104.326","104.326","-0.69%"
"02/18/2022","105.049","105.049","105.049","105.049","0.02%"
"02/17/2022","105.024","105.024","105.024","105.024","0.02%"
"02/16/2022","105.001","105.001","105.001","105.001","0.52%"
"02/15/2022","104.456","104.456","104.456","104.456","-0.13%"
"02/14/2022","104.591","104.591","104.591","104.591","0.16%"
"02/11/2022","104.419","104.419","104.419","104.419","1.34%"
"02/10/2022","103.040","103.040","103.040","103.040","0.08%"
"02/09/2022","102.962","102.962","102.962","102.962","0.08%"
"02/08/2022","102.880","102.880","102.880","102.880","0.29%"
"02/07/2022","102.586","102.586","102.586","102.586","-0.04%"
"02/04/2022","102.632","102.632","102.632","102.632","0.00%"
"02/03/2022","102.637","102.637","102.637","102.637","-0.53%"
"02/02/2022","103.185","103.185","103.185","103.185","-0.05%"
"02/01/2022","103.234","103.234","103.234","103.234","-0.75%"
"01/31/2022","104.013","104.013","104.013","104.013","0.34%"
"01/28/2022","103.660","103.660","103.660","103.660","-0.02%"
"01/27/2022","103.680","103.680","103.680","103.680","-0.44%"
"01/25/2022","104.133","104.133","104.133","104.133","0.30%"
"01/24/2022","103.823","103.823","103.823","103.823","-0.11%"
"01/21/2022","103.936","103.936","103.936","103.936","0.02%"
"01/20/2022","103.915","103.915","103.915","103.915","-0.31%"
"01/19/2022","104.236","104.236","104.236","104.236","0.02%"
"01/18/2022","104.215","104.215","104.215","104.215","0.13%"
"01/17/2022","104.081","104.081","104.081","104.081","-0.32%"
"01/14/2022","104.418","104.418","104.418","104.418","-0.02%"
"01/13/2022","104.436","104.436","104.436","104.436","0.13%"
"01/12/2022","104.297","104.297","104.297","104.297","-0.03%"
"01/11/2022","104.324","104.324","104.324","104.324","0.00%"
"01/10/2022","104.328","104.328","104.328","104.328","0.30%"
"01/07/2022","104.012","104.012","104.012","104.012","-0.07%"
"01/06/2022","104.085","104.085","104.085","104.085","-0.70%"
"01/05/2022","104.820","104.820","104.820","104.820","0.04%"
"01/04/2022","104.778","104.778","104.778","104.778","-0.18%"
"01/03/2022","104.970","104.970","104.970","104.970","-0.03%"
"12/31/2021","105.006","105.006","105.006","105.006","0.04%"
"12/30/2021","104.960","104.960","104.960","104.960","0.92%"
"12/29/2021","104.004","104.004","104.004","104.004","0.03%"
"12/28/2021","103.969","103.969","103.969","103.969","-0.88%"
"12/27/2021","104.895","104.895","104.895","104.895","-0.08%"
"12/24/2021","104.976","104.976","104.976","104.976","-0.01%"
"12/23/2021","104.990","104.990","104.990","104.990","-0.01%"
"12/22/2021","105.002","105.002","105.002","105.002","-0.04%"
"12/21/2021","105.045","105.045","105.045","105.045","-0.21%"
"12/20/2021","105.266","105.266","105.266","105.266","-0.16%"
"12/17/2021","105.432","105.432","105.432","105.432","-0.12%"
"12/16/2021","105.559","105.559","105.559","105.559","0.73%"
"12/15/2021","104.794","104.794","104.794","104.794","-0.01%"
"12/14/2021","104.804","104.804","104.804","104.804","1.18%"
"12/13/2021","103.584","103.584","103.584","103.584","0.00%"
"12/10/2021","103.583","103.583","103.583","103.583","-0.09%"
"12/09/2021","103.672","103.672","103.672","103.672","0.04%"
"12/08/2021","103.635","103.635","103.635","103.635","0.19%"
"12/07/2021","103.443","103.443","103.443","103.443","-1.75%"
"12/06/2021","105.290","105.290","105.290","105.290","-0.06%"
"12/03/2021","105.348","105.348","105.348","105.348","0.43%"
"12/02/2021","104.902","104.902","104.902","104.902","0.04%"
"12/01/2021","104.860","104.860","104.860","104.860","-0.08%"
"11/30/2021","104.949","104.949","104.949","104.949","-0.48%"
"11/29/2021","105.454","105.454","105.454","105.454","-0.02%"
"11/26/2021","105.477","105.477","105.477","105.477","0.16%"
"11/25/2021","105.311","105.311","105.311","105.311","0.07%"
"11/24/2021","105.242","105.242","105.242","105.242","-0.11%"
"11/23/2021","105.355","105.355","105.355","105.355","0.14%"
"11/22/2021","105.207","105.207","105.207","105.207","-0.01%"
"11/18/2021","105.218","105.218","105.218","105.218","0.08%"
"11/17/2021","105.129","105.129","105.129","105.129","0.05%"
"11/16/2021","105.073","105.073","105.073","105.073","-0.07%"
"11/15/2021","105.145","105.145","105.145","105.145","0.11%"
"11/12/2021","105.028","105.028","105.028","105.028","0.00%"
"11/11/2021","105.026","105.026","105.026","105.026","-0.02%"
"11/10/2021","105.046","105.046","105.046","105.046","-0.19%"
"11/09/2021","105.244","105.244","105.244","105.244","0.07%"
"11/08/2021","105.170","105.170","105.170","105.170","0.29%"
"11/04/2021","104.871","104.871","104.871","104.871","0.03%"
"11/03/2021","104.836","104.836","104.836","104.836","-0.02%"
"11/02/2021","104.860","104.860","104.860","104.860","0.39%"
"11/01/2021","104.457","104.457","104.457","104.457","0.09%"
"10/29/2021","104.363","104.363","104.363","104.363","-0.10%"
"10/28/2021","104.469","104.469","104.469","104.469","0.12%"
"10/27/2021","104.346","104.346","104.346","104.346","0.12%"
"10/26/2021","104.220","104.220","104.220","104.220","-0.88%"
"10/25/2021","105.144","105.144","105.144","105.144","-0.12%"
"10/22/2021","105.269","105.269","105.269","105.269","-0.06%"
"10/21/2021","105.336","105.336","105.336","105.336","0.16%"
"10/20/2021","105.172","105.172","105.172","105.172","0.10%"
"10/19/2021","105.067","105.067","105.067","105.067","-0.02%"
"10/18/2021","105.091","105.091","105.091","105.091","-0.28%"
"10/14/2021","105.384","105.384","105.384","105.384","0.01%"
"10/13/2021","105.375","105.375","105.375","105.375","0.16%"
"10/12/2021","105.203","105.203","105.203","105.203","0.02%"
"10/11/2021","105.178","105.178","105.178","105.178","-0.14%"
"10/08/2021","105.326","105.326","105.326","105.326","-0.13%"
"10/07/2021","105.465","105.465","105.465","105.465","0.05%"
"10/06/2021","105.413","105.413","105.413","105.413","-0.10%"
"10/05/2021","105.520","105.520","105.520","105.520","-0.03%"
"10/04/2021","105.556","105.556","105.556","105.556","0.36%"
"10/01/2021","105.181","105.181","105.181","105.181","-0.12%"
"09/30/2021","105.310","105.310","105.310","105.310","0.00%"
"09/29/2021","105.307","105.307","105.307","105.307","0.01%"
"09/28/2021","105.292","105.292","105.292","105.292","-0.16%"
"09/27/2021","105.459","105.459","105.459","105.459","-0.07%"
"09/24/2021","105.532","105.532","105.532","105.532","-0.29%"
"09/23/2021","105.835","105.835","105.835","105.835","0.09%"
"09/22/2021","105.741","105.741","105.741","105.741","-0.01%"
"09/21/2021","105.747","105.747","105.747","105.747","-0.07%"
"09/20/2021","105.825","105.825","105.825","105.825","0.16%"
"09/17/2021","105.658","105.658","105.658","105.658","0.03%"
"09/16/2021","105.627","105.627","105.627","105.627","0.08%"
"09/15/2021","105.545","105.545","105.545","105.545","0.12%"
"09/14/2021","105.418","105.418","105.418","105.418","-0.03%"
"09/13/2021","105.451","105.451","105.451","105.451","-0.08%"
"09/09/2021","105.533","105.533","105.533","105.533","0.04%"
"09/08/2021","105.487","105.487","105.487","105.487","0.05%"
"09/07/2021","105.437","105.437","105.437","105.437","-0.20%"
"09/06/2021","105.644","105.644","105.644","105.644","0.61%"
"09/03/2021","105.008","105.008","105.008","105.008","0.07%"
"09/02/2021","104.933","104.933","104.933","104.933","0.05%"
"09/01/2021","104.876","104.876","104.876","104.876","-0.02%"
"08/31/2021","104.894","104.894","104.894","104.894","-0.01%"
"08/30/2021","104.906","104.906","104.906","104.906","0.08%"
"08/27/2021","104.827","104.827","104.827","104.827","0.11%"
"08/26/2021","104.712","104.712","104.712","104.712","0.01%"
"08/25/2021","104.701","104.701","104.701","104.701","0.05%"
"08/24/2021","104.646","104.646","104.646","104.646","0.03%"
"08/23/2021","104.613","104.613","104.613","104.613","0.01%"
"08/20/2021","104.600","104.600","104.600","104.600","0.02%"
"08/18/2021","104.575","104.575","104.575","104.575","0.17%"
"08/17/2021","104.397","104.397","104.397","104.397","0.12%"
"08/16/2021","104.272","104.272","104.272","104.272","-0.04%"
"08/13/2021","104.311","104.311","104.311","104.311","0.10%"
"08/12/2021","104.211","104.211","104.211","104.211","0.02%"
"08/11/2021","104.185","104.185","104.185","104.185","0.00%"
"08/10/2021","104.187","104.187","104.187","104.187","-0.05%"
"08/09/2021","104.244","104.244","104.244","104.244","0.00%"
"08/06/2021","104.243","104.243","104.243","104.243","-0.06%"
"08/05/2021","104.305","104.305","104.305","104.305","-0.14%"
"08/04/2021","104.454","104.454","104.454","104.454","0.05%"
"08/03/2021","104.407","104.407","104.407","104.407","0.00%"
"08/02/2021","104.408","104.408","104.408","104.408","-0.06%"
"07/30/2021","104.469","104.469","104.469","104.469","0.09%"
"07/29/2021","104.374","104.374","104.374","104.374","-0.34%"
"07/28/2021","104.733","104.733","104.733","104.733","-0.06%"
"07/27/2021","104.799","104.799","104.799","104.799","-0.01%"
"07/26/2021","104.814","104.814","104.814","104.814","-0.04%"
"07/23/2021","104.857","104.857","104.857","104.857","0.02%"
"07/22/2021","104.840","104.840","104.840","104.840","-0.16%"
"07/20/2021","105.012","105.012","105.012","105.012","0.24%"
"07/19/2021","104.756","104.756","104.756","104.756","0.13%"
"07/16/2021","104.621","104.621","104.621","104.621","0.07%"
"07/15/2021","104.546","104.546","104.546","104.546","0.01%"
"07/14/2021","104.537","104.537","104.537","104.537","0.08%"
"07/13/2021","104.456","104.456","104.456","104.456","0.09%"
"07/12/2021","104.361","104.361","104.361","104.361","-0.11%"
"07/09/2021","104.480","104.480","104.480","104.480","-0.35%"
"07/08/2021","104.851","104.851","104.851","104.851","0.31%"
"07/07/2021","104.527","104.527","104.527","104.527","0.14%"
"07/06/2021","104.376","104.376","104.376","104.376","-0.31%"
"07/05/2021","104.702","104.702","104.702","104.702","-0.02%"
"07/02/2021","104.723","104.723","104.723","104.723","-0.08%"
"07/01/2021","104.804","104.804","104.804","104.804","0.03%"
"06/30/2021","104.776","104.776","104.776","104.776","-0.11%"
"06/29/2021","104.888","104.888","104.888","104.888","0.15%"
"06/28/2021","104.726","104.726","104.726","104.726","0.00%"
"06/25/2021","104.727","104.727","104.727","104.727","-0.18%"
"06/24/2021","104.913","104.913","104.913","104.913","0.10%"
"06/23/2021","104.804","104.804","104.804","104.804","-0.01%"
"06/22/2021","104.813","104.813","104.813","104.813","-0.07%"
"06/21/2021","104.891","104.891","104.891","104.891","-0.23%"
"06/18/2021","105.133","105.133","105.133","105.133","0.13%"
"06/17/2021","104.998","104.998","104.998","104.998","-0.09%"
"06/16/2021","105.089","105.089","105.089","105.089","0.25%"
"06/15/2021","104.824","104.824","104.824","104.824","-0.41%"
"06/14/2021","105.257","105.257","105.257","105.257","-0.04%"
"06/11/2021","105.303","105.303","105.303","105.303","0.06%"
"06/10/2021","105.243","105.243","105.243","105.243","0.08%"
"06/09/2021","105.158","105.158","105.158","105.158","0.00%"
"06/08/2021","105.158","105.158","105.158","105.158","0.20%"
"06/07/2021","104.949","104.949","104.949","104.949","0.11%"
"06/04/2021","104.835","104.835","104.835","104.835","-0.12%"
"06/03/2021","104.965","104.965","104.965","104.965","0.11%"
"06/02/2021","104.846","104.846","104.846","104.846","0.06%"
"06/01/2021","104.785","104.785","104.785","104.785","-0.06%"
"05/31/2021","104.851","104.851","104.851","104.851","-0.11%"
"05/28/2021","104.968","104.968","104.968","104.968","-0.06%"
"05/27/2021","105.033","105.033","105.033","105.033","-0.15%"
"05/25/2021","105.187","105.187","105.187","105.187","0.16%"
"05/24/2021","105.020","105.020","105.020","105.020","0.02%"
"05/21/2021","104.998","104.998","104.998","104.998","0.04%"
"05/20/2021","104.953","104.953","104.953","104.953","0.01%"
"05/19/2021","104.941","104.941","104.941","104.941","0.27%"
"05/18/2021","104.658","104.658","104.658","104.658","-0.03%"
"05/17/2021","104.685","104.685","104.685","104.685","0.11%"
"05/14/2021","104.574","104.574","104.574","104.574","-0.08%"
"05/12/2021","104.657","104.657","104.657","104.657","-0.02%"
"05/11/2021","104.677","104.677","104.677","104.677","0.02%"
"05/10/2021","104.656","104.656","104.656","104.656","-0.02%"
"05/07/2021","104.682","104.682","104.682","104.682","-0.07%"
"05/06/2021","104.756","104.756","104.756","104.756","0.17%"
"05/05/2021","104.576","104.576","104.576","104.576","0.18%"
"05/04/2021","104.389","104.389","104.389","104.389","-0.10%"
"05/03/2021","104.498","104.498","104.498","104.498","0.01%"
"04/30/2021","104.492","104.492","104.492","104.492","0.02%"
"04/29/2021","104.473","104.473","104.473","104.473","0.02%"
"04/28/2021","104.454","104.454","104.454","104.454","-0.05%"
"04/27/2021","104.502","104.502","104.502","104.502","0.04%"
"04/26/2021","104.463","104.463","104.463","104.463","0.23%"
"04/23/2021","104.223","104.223","104.223","104.223","0.19%"
"04/22/2021","104.030","104.030","104.030","104.030","0.12%"
"04/20/2021","103.909","103.909","103.909","103.909","-0.02%"
"04/19/2021","103.932","103.932","103.932","103.932","0.02%"
"04/16/2021","103.913","103.913","103.913","103.913","-0.30%"
"04/15/2021","104.228","104.228","104.228","104.228","0.07%"
"04/13/2021","104.156","104.156","104.156","104.156","-0.07%"
"04/12/2021","104.228","104.228","104.228","104.228","-0.09%"
"04/09/2021","104.324","104.324","104.324","104.324","-0.07%"
"04/08/2021","104.397","104.397","104.397","104.397","-0.07%"
"04/07/2021","104.468","104.468","104.468","104.468","0.11%"
"04/06/2021","104.357","104.357","104.357","104.357","0.00%"
"04/05/2021","104.360","104.360","104.360","104.360","0.47%"
"03/31/2021","103.873","103.873","103.873","103.873","0.07%"
"03/30/2021","103.804","103.804","103.804","103.804","-0.15%"
"03/26/2021","103.956","103.956","103.956","103.956","0.07%"
"03/25/2021","103.888","103.888","103.888","103.888","0.02%"
"03/24/2021","103.868","103.868","103.868","103.868","-0.25%"
"03/23/2021","104.129","104.129","104.129","104.129","0.19%"
"03/22/2021","103.928","103.928","103.928","103.928","0.23%"
"03/19/2021","103.692","103.692","103.692","103.692","0.30%"
"03/18/2021","103.386","103.386","103.386","103.386","0.13%"
"03/17/2021","103.247","103.247","103.247","103.247","-0.04%"
"03/16/2021","103.293","103.293","103.293","103.293","0.15%"
"03/15/2021","103.135","103.135","103.135","103.135","0.05%"
"03/12/2021","103.080","103.080","103.080","103.080","-0.08%"
"03/10/2021","103.163","103.163","103.163","103.163","-0.03%"
"03/09/2021","103.192","103.192","103.192","103.192","-0.19%"
"03/08/2021","103.390","103.390","103.390","103.390","-0.07%"
"03/05/2021","103.463","103.463","103.463","103.463","-0.27%"
"03/04/2021","103.746","103.746","103.746","103.746","0.00%"
"03/03/2021","103.746","103.746","103.746","103.746","-0.31%"
"03/02/2021","104.065","104.065","104.065","104.065","-0.02%"
"03/01/2021","104.082","104.082","104.082","104.082","0.09%"
"02/26/2021","103.991","103.991","103.991","103.991","-0.23%"
"02/25/2021","104.230","104.230","104.230","104.230","0.24%"
"02/24/2021","103.984","103.984","103.984","103.984","0.19%"
"02/23/2021","103.788","103.788","103.788","103.788","-0.03%"
"02/22/2021","103.815","103.815","103.815","103.815","-0.34%"
"02/18/2021","104.169","104.169","104.169","104.169","-0.19%"
"02/17/2021","104.369","104.369","104.369","104.369","-0.17%"
"02/16/2021","104.548","104.548","104.548","104.548","-0.03%"
"02/15/2021","104.583","104.583","104.583","104.583","-0.19%"
"02/12/2021","104.785","104.785","104.785","104.785","0.03%"
"02/11/2021","104.749","104.749","104.749","104.749","0.22%"
"02/10/2021","104.521","104.521","104.521","104.521","0.47%"
"02/09/2021","104.036","104.036","104.036","104.036","-0.35%"
